text,ctext,stopwords_removed,cleaned_text,language
"Current users will send 10,000 USDT to experience the transaction gold.Google play or APP store search for mybitglobal to download apps","Current users will send 10,000 USDT to experience the transaction gold.Google play or APP store search for mybitglobal to download apps",current users send usdt experience transaction gold google play app store search mybitglobal download apps,current users send experience transaction gold google play store search download apps,english
Cold Monday! This is your Lucky Day! DAhil nandit0 na si apkgametop.com/LivePH na laging nag bibigay ng premyo at B0nu$! Kaya Try m0 na dito! The Be$st dito.,Cold Monday! This is your Lucky Day! DAhil nandit0 na si apkgametop.com/LivePH na laging nag bibigay ng premyo at B0nu$! Kaya Try m0 na dito! The Be$st dito.,cold monday lucky day si laging nag bibigay premyo try,cold monday lucky day si laging nag bibigay premyo try,english
"GCash. Bet... GCash. Bet! Get FREE P1,000,000 bonus for GCASHBET! Free link http://phbetpo.shop/rH8","GCash. Bet... GCash. Bet! Get FREE P1,000,000 bonus for GCASHBET! Free link http://phbetpo.shop/rH8",gcash bet gcash bet get free bonus gcashbet free link,gcash bet get free bonus link,english
Binabati kita! Mag-log in sa Lodi646 para makuha ang iyong lucky random bonus!   http://bet03.fan,Binabati kita! Mag-log in sa Lodi646 para makuha ang iyong lucky random bonus! http://bet03.fan,binabati kita log makuha lucky random bonus,binabati kita log makuha lucky random bonus,english
"DEAR VIP, , Experience the Best Cockfighting here in SBET. Join and Register now to gain up 88kPHP & 100 + Fighting bonuses, and got a chance to win worth million of cash! sbetcorkfight.com/SABONGNOW","DEAR VIP, , Experience the Best Cockfighting here in SBET. Join and Register now to gain up 88kPHP & 100 + Fighting bonuses, and got a chance to win worth million of cash! sbetcorkfight.com/SABONGNOW",dear vip experience best cockfighting sbet join register gain fighting bonuses got chance win worth million cash,dear vip experience best cockfighting join register gain fighting bonuses got chance win worth million cash,english
"Hi ,  Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at w98club.com/PusoySabong  or search Winner Club at Play Store.

Redeem code : <8833>
(Please go to Deposit/BUY, then enter Redeem code.","Hi , Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at w98club.com/PusoySabong or search Winner Club at Play Store. Redeem code : <8833> (Please go to Deposit/BUY, then enter Redeem code.",hi experience highest winning jili slots game google app redeem free win jackpot download search winner club play store redeem code please go deposit buy enter redeem code,hi experience highest winning slots game google redeem free win jackpot download search winner club play store code please go deposit buy enter,english
"Go-Lucky ! Baraha prepare P1399 for you, today waiting for you.
UrL: card-c.life

Let's go  .","Go-Lucky ! Baraha prepare P1399 for you, today waiting for you. UrL: card-c.life Let's go .",go lucky baraha prepare today waiting url let go,go lucky baraha prepare today waiting let,english
"O.  Thanks for your trust in Smart! you will have P1555 for slot , 
Web: will-s.life","O. Thanks for your trust in Smart! you will have P1555 for slot , Web: will-s.life",thanks trust smart slot web,thanks trust smart slot web,english
"Lazada: Good benefits, If you play in BARAHA, you will have 50% change get free Iphone14/XiaoMI/1999P.
web: baraha-k.site
Claim now !a","Lazada: Good benefits, If you play in BARAHA, you will have 50% change get free Iphone14/XiaoMI/1999P. web: baraha-k.site Claim now !a",lazada good benefits play baraha change get free web claim,lazada good benefits play baraha change get free web claim,english
Kumusta Lodi! Nakapag register kana ba? Mag Register na kung hindi pa! And get your 120% Welcome B0NU$ FREEPLAY! Sali na! appraisalassociatesark.com/Join,Kumusta Lodi! Nakapag register kana ba? Mag Register na kung hindi pa! And get your 120% Welcome B0NU$ FREEPLAY! Sali na! appraisalassociatesark.com/Join,kumusta lodi nakapag register kana ba register get welcome freeplay sali,kumusta nakapag register kana ba get welcome sali,english
"y!  [Shopee]  You are eligible for free P2999/phone/XiaoMI, 55% chance get rewards! 
web: 11g.life","y! [Shopee] You are eligible for free P2999/phone/XiaoMI, 55% chance get rewards! web: 11g.life",y shopee eligible free phone xiaomi chance get rewards web,y eligible free phone chance get rewards web,english
"[Winner777] Free P300 daily login bonus, claim now. https://winner777.pro/sm","[Winner777] Free P300 daily login bonus, claim now. https://winner777.pro/sm",free daily login bonus claim,free daily login bonus claim,english
"V!  [Shopee] You are eligible for free P2999/IPHONE/XiaoMI, 55% chance get rewards! 
web: luckypha.live","V! [Shopee] You are eligible for free P2999/IPHONE/XiaoMI, 55% chance get rewards! web: luckypha.live",v shopee eligible free iphone xiaomi chance get rewards web,v eligible free iphone chance get rewards web,english
"z!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: baraha-e.site
Claim now !","z! Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P. web: baraha-e.site Claim now !",z last days play online bara ha change get web claim,z last days play online bara ha change get web claim,english
", You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA",", You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA",want miss platform get live casino welcome bonus php play,want miss platform get live casino welcome bonus php play,english
"f!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: panalot.live
Claim now !","f! Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P. web: panalot.live Claim now !",f last days play online bara ha change get web claim,f last days play online bara ha change get web claim,english
Hi ! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT,Hi ! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT,hi among champions online sabong slot machine game register acquire free tokens,hi among champions online sabong slot machine game register acquire free tokens,english
"yLast 3 days, play online BARA-HA,you will have 30% change get XiaoMI/8999P.
web: baraha-p.life","yLast 3 days, play online BARA-HA,you will have 30% change get XiaoMI/8999P. web: baraha-p.life",ylast days play online bara ha change get web,days play online bara ha change get web,english
"A) An Exclusive and Prestigious Wack wack Neighborhood, where your wellness to us matters

Soon to Rise Shangrila Wack-wack
1 Bedroom - 85sqm
2 Bedroom - 145sqm
3 Bedroom - 231sqm

B) The Rise Makati Shangrila along Ayala Ave RFO w/P1.2M (19% disc.) 3 units left

www.shangrilasidences.com

Message now ","A) An Exclusive and Prestigious Wack wack Neighborhood, where your wellness to us matters Soon to Rise Shangrila Wack-wack 1 Bedroom - 85sqm 2 Bedroom - 145sqm 3 Bedroom - 231sqm B) The Rise Makati Shangrila along Ayala Ave RFO w/P1.2M (19% disc.) 3 units left www.shangrilasidences.com Message now",exclusive prestigious wack wack neighborhood wellness us matters soon rise shangrila wack wack bedroom bedroom bedroom b rise makati shangrila along ayala ave rfo w m disc units left message,exclusive prestigious wack neighborhood wellness us matters soon rise shangrila bedroom b makati along ayala ave w m disc units left message,english
"Free P5,888 bonus for you!

18M+ Jackpot Prize!
Only 1 Peso to Play!!

Now is win! Good luck!!
http://phboom.com/Wtk","Free P5,888 bonus for you! 18M+ Jackpot Prize! Only 1 Peso to Play!! Now is win! Good luck!! http://phboom.com/Wtk",free bonus jackpot prize peso play win good luck,free bonus jackpot prize peso play win good luck,english
"d! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: pinasl.life","d! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS up to 88888!!! web: pinasl.life",d true celebrate world cup prepare events web,d true celebrate world cup prepare events web,english
"l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: baraha-e.site","l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS up to 88888!!! web: baraha-e.site",l true celebrate world cup prepare events web,l true celebrate world cup prepare events web,english
